Title,ReleaseDate,Popularity,Budget,Revenue,Director,Genre,IMDBRating,IMDBVotes,BoxOfice,Production
Turn Around,'28/08/2014',0.026272,0.0,0.0,Jared Isham,"Comedy, Drama, Family",6.0,112,N/A,LA Mission Media
Jane Eyre,'09/03/1997',0.30488,0.0,0.0,Robert Young,"Drama, Romance",7.2,"2,271",N/A,A&E Television Networks
In and Out of Control,'19/10/2015',0.045,0.0,0.0,Emir Eralp,"Short, Drama, Sci-Fi",N/A,N/A,N/A,N/A
Arzoo,'01/01/1950',0.002325,0.0,0.0,Shaheed Latif,"Musical, Romance",6.7,29,N/A,N/A
Gift,'15/04/2015',0.080352,0.0,0.0,Zsófia Zsemberi,"Short, Drama",8.2,9,N/A,N/A
Hot Times at Montclair High,'01/01/1989',1.6e-05,0.0,0.0,Jose Altonaga,"Comedy, Drama",3.8,180,N/A,Under the Hood Productions
Ein seltsamer Fall,'06/12/1914',0.001875,0.0,0.0,Max Mack,Horror,6.2,5,N/A,N/A
Lego Legends of Chima 4D Movie Experience,'07/03/2013',0.044021,0.0,0.0,Peder Pedersen,"Animation, Short, Comedy",6.2,14,N/A,N/A
Nation,'01/01/1992',0.0,0.0,0.0,Tom Kalin,Short,3.5,7,N/A,N/A
The Dirt Gang,'01/11/1972',0.014652,0.0,0.0,Jerry Jameson,"Action, Drama",1.7,232,N/A,N/A
Always a Bridesmaid,'24/09/1943',0.001924,0.0,0.0,Erle C. Kenton,"Comedy, Music",7.8,16,N/A,N/A
La casa del rencor,'06/11/1941',0.002343,0.0,0.0,Gilberto Martínez Solares,"Drama, Mystery",N/A,N/A,N/A,N/A
Parasitterne,'28/05/1958',0.001875,0.0,0.0,Søren Melson,Drama,8.1,7,N/A,N/A
When Husbands Deceive,'20/08/1922',0.001923,0.0,0.0,Wallace Worsley,Drama,N/A,N/A,N/A,N/A
Los tres alegres compadres,'11/04/1952',0.002951,0.0,0.0,Julián Soler,"Music, Comedy, Drama",7.0,28,N/A,N/A
Heaven Is a Playground,'04/10/1991',0.1413,0.0,0.0,Randall Fried,"Drama, Sport",5.9,291,N/A,Sony Pictures Home Entertainment
The Slab Boys,'28/08/1997',0.010539,0.0,0.0,John Byrne,Drama,5.8,54,N/A,N/A
Snake Preview,'10/08/1973',0.002076,0.0,0.0,Cullen Blaine,"Animation, Short",5.2,8,N/A,N/A
Searchers 2.0,'31/08/2007',0.034466,0.0,0.0,Alex Cox,"Comedy, Drama",5.9,253,N/A,New Concorde Home Entertainment
A Plumbing We Will Go,'19/04/1940',0.005753,0.0,0.0,Del Lord,"Comedy, Short",8.3,700,N/A,N/A
Les portes tournantes,'26/05/1988',0.0234,0.0,0.0,Francis Mankiewicz,"Drama, Music",6.8,151,N/A,Canal Plus
Onbadhu Roobai Nottu,'30/11/2007',0.01898,0.0,0.0,Thangar Batchan,Drama,7.7,21,N/A,N/A
In der Sache J. Robert Oppenheimer,'01/11/1981',0.015,0.0,0.0,Dieter Giesing,Drama,7.7,6,N/A,N/A
Dokumentti Autokauppias Pentti Aulosteesta,'11/11/2016',0.108845,0.0,0.0,Sami Malmberg,Comedy,N/A,N/A,N/A,N/A
Daniel and the Lion's Den,'01/01/1986',3.4e-05,0.0,0.0,Ray Patterson,"Animation, Short, Drama",6.5,20,N/A,N/A
La Missione del Mandrillo,'22/03/1975',0.0006,0.0,0.0,Guido Zurli,N/A,N/A,N/A,N/A,N/A
The Eleventh Hour,'10/01/1915',0.001875,0.0,0.0,N/A,"Short, Drama",N/A,N/A,N/A,N/A
What Happened To Father,'NaT',0.0,0.0,0.0,C.J. Williams,Comedy,N/A,N/A,N/A,N/A
Cloud Atlas,'26/10/2012',8.020846,102000000.0,130482868.0,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","Action, Drama, Mystery",7.5,"302,442","$22,100,000",Warner Bros. Pictures
Sonhos Tropicais,'01/10/2001',0.001877,0.0,0.0,André Sturm,Drama,6.7,77,N/A,N/A
Happy for No Reason,'01/01/2008',0.005625,0.0,0.0,Eli Brown,N/A,N/A,N/A,N/A,N/A
Emily,'01/11/1976',0.153014,0.0,0.0,Henry Herbert,"Drama, Romance",5.2,135,N/A,N/A
Notes on Blindness,'07/04/2014',0.307677,0.0,0.0,"Peter Middleton, James Spinney","Documentary, Short, Drama",8.0,31,N/A,BOND/360
Zelos,'19/06/2015',0.084,0.0,0.0,Thoranna Sigurdardottir,"Short, Comedy, Drama",N/A,N/A,N/A,N/A
Genoveva,'07/08/2015',0.045884,0.0,0.0,Paola Castillo,"Documentary, Biography, History",7.8,5,N/A,N/A
Gala Day,'11/12/1963',0.00605,0.0,0.0,John Irvin,"Documentary, Short",6.1,19,N/A,N/A
Adventures in Odyssey: The Knight Travellers,'27/08/1991',0.006,0.0,0.0,"Mike Joens, Ken C. Johnson","Animation, Short, Family",7.9,47,N/A,N/A
The Call of the Klondike,'24/06/1926',0.001979,0.0,0.0,Oscar Apfel,N/A,N/A,N/A,N/A,N/A
Apstraktni eksperiment,'31/12/1950',0.002816,0.0,0.0,Slavko Vorkapich,Short,7.0,14,N/A,N/A
Eeshwar,'11/11/2002',0.022353,0.0,0.0,Jayant Paranji,"Action, Drama",5.3,180,N/A,N/A
3-1=0,'03/01/2014',0.022602,0.0,0.0,Juan Galiñanes,"Short, Drama, Family",7.9,33,N/A,N/A
Too Saved,'24/03/2007',0.01011,0.0,0.0,"Shuaib Muhammed Kedar, Shuaib Mitchell","Drama, Romance",4.5,42,N/A,Maverick Entertainment Group
Rebellion,'27/10/1936',0.005418,0.0,0.0,Lynn Shores,Western,6.7,33,N/A,Crescent Pictures Corporation
La vie lointaine,'01/01/2009',0.0075,0.0,0.0,Sébastien Betbeder,Drama,6.2,15,N/A,N/A
The Love Match,'01/02/1955',0.118997,0.0,0.0,David Paltenghi,Comedy,7.3,81,N/A,N/A
Fleisch,'18/02/2008',0.276047,0.0,0.0,Christian Görlitz,"Comedy, Drama, Music",6.0,664,N/A,Neue Deutsche Filmgesellschaft
The Secret Origin of X-Men,'25/11/2003',0.022738,0.0,0.0,N/A,"Documentary, Short",6.4,40,N/A,N/A
The Colombian Connection,'30/11/2011',0.566181,0.0,0.0,Julian Higgins,"Action, Crime, Mystery",3.9,226,N/A,Inception Media Group
Habibie & Ainun,'19/12/2012',0.305816,0.0,0.0,Faozan Rizal,Drama,7.7,"1,148",N/A,N/A
In A Roman Garden,'01/01/1913',0.001912,0.0,0.0,Donald MacDonald,"Short, Drama, Romance",N/A,N/A,N/A,N/A
Haywire,'06/11/2011',1.975296,23000000.0,33372606.0,Steven Soderbergh,"Action, Thriller",5.8,"75,300","$18,934,858",Relativity Media
The Heavenly Kid,'26/07/1985',1.460829,0.0,0.0,Cary Medoway,"Comedy, Fantasy, Romance",6.3,"3,319",N/A,Orion
Bareback ou La guerre des sens,'23/12/2006',0.005625,0.0,0.0,Paul Vecchiali,Drama,6.1,28,N/A,N/A
America,'08/08/2013',0.044375,0.0,0.0,Valérie Massadian,Short,5.2,39,N/A,N/A
Moja luda glava,'10/06/1971',1e-06,0.0,0.0,Vuk Vuco,"Comedy, Crime, Drama",6.9,16,N/A,N/A
Another Year,'05/11/2010',1.738938,8000000.0,18124262.0,Mike Leigh,"Comedy, Drama",7.3,"24,722","$3,200,000",Sony Classics
Attritional,'24/01/2014',0.0225,0.0,0.0,Michael Wade Johnson,"Short, Horror",N/A,N/A,N/A,N/A
One More Time,'03/10/1931',0.015883,0.0,0.0,Rudolf Ising,"Family, Animation, Musical",5.6,140,N/A,N/A
Mein Herz sehnt sich nach Liebe,'13/09/1931',0.00236,0.0,0.0,Eugen Thiele,Romance,N/A,N/A,N/A,N/A
Middle of Nowhere,'06/09/2008',2.101341,0.0,0.0,John Stockwell,"Comedy, Drama, Romance",6.5,"3,178",N/A,Imagine Entertainment
Samson & Gert Deel 2,'10/01/1991',1.9e-05,0.0,0.0,Kukoo Kapoor,"Action, Romance",4.0,9,N/A,N/A
Seeing El Salvador,'30/03/1945',0.001875,0.0,0.0,N/A,"Documentary, Short",5.7,18,N/A,N/A
The Lonely Italian,'NaT',2e-06,0.0,0.0,Lee Farber,"Documentary, Comedy",8.0,16,N/A,N/A
KillerKiller,'07/08/2007',0.089789,0.0,0.0,Pat Higgins,Horror,3.6,223,N/A,N/A
LIONS,'25/04/2014',0.024377,0.0,0.0,Sidney J. Furie,"Adventure, Comedy, Drama",4.1,219,N/A,N/A
Karneval zvirat,'01/01/2006',0.005737,0.0,0.0,Michaela Pavlátová,"Animation, Short",6.5,13,N/A,N/A
Stone of Silver Creek,'14/04/1935',0.02214,0.0,0.0,Nick Grinde,Western,6.6,16,N/A,Universal
Rockin Ramona,'13/12/1991',0.0,0.0,0.0,Hans Heijnen,"Documentary, Music",6.1,8,N/A,N/A
Tovarishch Abram,'01/01/1919',0.001875,0.0,0.0,Aleksandr Razumnyj,Short,N/A,N/A,N/A,N/A
From Council Bluffs to Omaha,'03/12/1900',0.001875,0.0,0.0,N/A,"Documentary, Short",3.8,5,N/A,N/A
Scents and Sensibility,'01/01/2011',0.328205,0.0,0.0,Brian Brough,Drama,5.2,"1,017",N/A,Candlelight Media Group
Visionary Iraq,'01/04/2009',0.0075,0.0,0.0,"Gabriel Abrantes, Benjamin Crotty",Short,2.3,7,N/A,N/A
Frontera,'15/05/1980',0.004252,0.0,0.0,Fernando Durán Rojas,"Action, Crime, Drama",5.2,12,N/A,N/A
Pioneer Days,'05/12/1930',0.419358,0.0,0.0,Burt Gillett,"Animation, Short, Comedy",6.4,204,N/A,N/A
The Nightmare,'01/01/2010',0.011804,0.0,0.0,Garett Thomas,"Short, Drama, Mystery",N/A,N/A,N/A,N/A
Lilly Turner,'13/05/1933',0.004377,0.0,0.0,William A. Wellman,Drama,6.6,273,N/A,N/A
Saltwater,'29/09/2000',0.45572,0.0,0.0,Conor McPherson,N/A,6.5,225,N/A,N/A
Worries and Wobbles,'12/08/1917',0.006332,0.0,0.0,Larry Semon,"Short, Comedy",4.8,5,N/A,N/A
Wenn schon - denn schon,'11/01/1986',0.000405,0.0,0.0,Wolfgang Spier,Comedy,N/A,N/A,N/A,N/A
Fearless Mountain,'01/12/2006',0.013494,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
Orgasm Inc.,'02/05/2009',0.049518,0.0,0.0,Elizabeth Canner,Documentary,6.0,482,"$47,622",Astrea Media
Killer Queen!,'01/06/2002',0.00456,0.0,0.0,Nick Cory Wright,N/A,N/A,N/A,N/A,N/A
Fall and Winter,'NaT',1e-06,0.0,0.0,Matt Anderson,"Documentary, Adventure, History",5.5,23,N/A,N/A
Olga's House of Shame,'06/02/1964',0.007729,0.0,0.0,Joseph P. Mawra,"Crime, Drama",5.1,151,N/A,N/A
Bombay Goa Express,'13/05/2016',0.176301,0.0,0.0,Juan Estelrich Revesz,"Comedy, Drama",N/A,N/A,N/A,N/A
Grep,'01/06/2009',0.009438,0.0,0.0,Truls Krane Meby,"Short, Drama",N/A,N/A,N/A,N/A
The Bigger Picture,'21/05/2014',0.041389,0.0,0.0,Daisy Jacobs,"Animation, Short, Drama",6.7,407,N/A,N/A
Double Deal,'16/12/1939',0.037752,0.0,0.0,Arthur Dreifuss,"Action, Comedy, Crime",6.1,14,N/A,International Road Shows
Bad Brains,'11/09/2006',0.070638,0.0,0.0,Ivan Zuccon,Horror,3.4,100,N/A,N/A
El siete vidas,'14/05/1980',2.4e-05,0.0,0.0,Jaime Fernández,"Adventure, Comedy, Drama",4.9,7,N/A,N/A
The Jack Benny Hour,'NaT',0.0,0.0,0.0,Ralph Levy,Comedy,7.7,40,N/A,N/A
Diary Of A Cheating Woman,'NaT',0.20925,30000.0,0.0,David 'Kane' Garcia,Documentary,4.3,21,N/A,N/A
Battle for the Treasure,'01/01/1988',0.00675,0.0,0.0,Burt Peterson,Action,N/A,N/A,N/A,N/A
Das Geheimnis der Villa Sabrini,'04/03/2012',0.049274,0.0,0.0,Marco Serafini,"Drama, Romance, Thriller",6.5,24,N/A,N/A
Iris,'02/01/1968',0.002873,0.0,0.0,David Greenberg,"Drama, Romance",7.4,13,N/A,N/A
Les gens du Monde,'10/09/2014',0.13167,0.0,0.0,Yves Jeuland,Documentary,6.5,37,N/A,N/A
Squirrel Crazy,'14/10/1950',0.004292,0.0,0.0,Mannie Davis,"Animation, Short, Comedy",N/A,N/A,N/A,N/A
Europe - Live at Sweden Rock - 30th Anniversary Show,'20/10/2013',0.034023,0.0,0.0,Patric Ullaeus,Music,8.5,13,N/A,N/A
The Story of Jesus for Children,'05/03/2000',0.001875,0.0,0.0,John Schmidt,"Drama, Family",6.2,79,N/A,N/A
100 Meter Leeuloop,'15/03/2013',0.046677,0.0,0.0,"Diony Kempen, Hamilton Wessels, Robbie Wessels",Comedy,3.3,6,N/A,N/A
Mirage,'01/01/1990',1e-06,0.0,0.0,Bill Crain,"Action, Horror, Thriller",5.7,249,N/A,N/A
Ajab Singh ki Gajab Kahani,'21/04/2017',4e-05,0.0,0.0,Rishi Prakash Mishra,Drama,N/A,N/A,N/A,N/A
Roaming,'28/11/1931',0.002358,0.0,0.0,Casey Robinson,"Short, Music",N/A,N/A,N/A,N/A
Shirley Temple: America's Little Darling,'31/08/1993',0.0027,0.0,0.0,Gene Feldman,Biography,7.5,12,N/A,N/A
Vincent,'01/02/1981',0.104687,0.0,0.0,Leonard Nimoy,Biography,8.4,64,N/A,N/A
A Rose Between Thorns,'10/03/2017',0.193475,0.0,0.0,Nigel Lewis,Drama,N/A,N/A,N/A,N/A
Snapshot,'31/12/2014',0.265128,0.0,0.0,Eric Etebari,Drama,4.5,62,N/A,N/A
Du sang sur la neige,'NaT',0.0,0.0,0.0,"Julien Dunand, Gildas Houdebine",Documentary,N/A,N/A,N/A,N/A
Cyclone,'01/01/1978',0.243102,0.0,0.0,René Cardona Jr.,"Action, Adventure, Thriller",5.0,351,N/A,N/A
Wrong Game,'NaT',0.0,0.0,0.0,Omer Zekirovski,"Short, Crime",N/A,N/A,N/A,N/A
Our Cilla,'25/12/2015',0.07923,0.0,0.0,Yvonne Alexander,"Documentary, Biography",N/A,N/A,N/A,N/A
We Have Your Husband,'12/11/2011',0.039189,0.0,0.0,Eric Bross,"Crime, Drama, Thriller",5.4,228,N/A,N/A
Der vierte Mann,'01/01/1988',5.1e-05,0.0,0.0,"Kurt Junek, Werner Woess",Comedy,N/A,N/A,N/A,N/A
Chi-Raq,'04/12/2015',1.903482,0.0,0.0,Spike Lee,"Comedy, Crime, Drama",5.7,"6,873","$2,647,378",LionsGate Entertainment
The Chinese Parrot,'01/01/1927',0.003179,0.0,0.0,Paul Leni,Mystery,5.0,7,N/A,N/A
Celles qui s'en font,'29/04/1928',0.002359,0.0,0.0,Germaine Dulac,Short,6.7,55,N/A,N/A
Severed Ties,'02/09/1992',1.4e-05,0.0,0.0,Damon Santostefano,"Comedy, Horror, Sci-Fi",5.5,493,N/A,Fangoria Films
The Wings of Eagles,'22/02/1957',1.19275,0.0,0.0,John Ford,"Biography, Drama, War",6.8,"2,902",N/A,WARNER BROTHERS PICTURES
Grilled,'11/07/2006',2.110811,0.0,0.0,Jason Ensler,"Comedy, Crime",5.2,"5,024",N/A,New Line Cinema
Santo contra los cazadores de cabezas,'02/12/1971',0.0,0.0,0.0,René Cardona,"Action, Adventure, Drama",5.3,19,N/A,N/A
Deathstalker,'02/09/1983',0.655991,0.0,8890685.0,James Sbardellati,"Adventure, Fantasy",4.4,"2,769",N/A,Concorde/New Horizons Home Video
The Brave Little Toaster Goes to Mars,'19/05/1998',0.440471,0.0,0.0,Robert C. Ramirez,"Animation, Adventure, Family",5.7,"1,067",N/A,Buena Vista Worldwide Home Entertainment
Natale al campo 119,'22/12/1947',0.074102,0.0,0.0,Pietro Francisci,"Comedy, Drama",6.0,29,N/A,N/A
Savannah Smiles,'01/01/1982',0.464916,0.0,0.0,Pierre De Moro,"Comedy, Family",7.2,"1,490",N/A,Embassy
1919,'24/06/1997',0.001969,0.0,0.0,Noam Gonick,Short,5.1,24,N/A,N/A
Bury My Heart with Tonawanda,'01/01/2013',0.018562,0.0,0.0,Gary Sundown,Drama,6.6,12,N/A,N/A
Kinderparty,'29/07/1978',0.01896,0.0,0.0,Erich Neureuther,Comedy,N/A,N/A,N/A,N/A
Melodi,'23/07/1978',nan,0.0,0.0,N/A,Music,5.9,14,N/A,N/A
Ya zhi yi zu,'24/06/1993',0.000428,0.0,0.0,Lok Ho,N/A,4.3,15,N/A,N/A
Would Like To Meet,'31/07/2007',0.006302,0.0,0.0,Trevor De Silva,"Short, Drama",7.2,6,N/A,N/A
The Freshie,'19/12/1922',0.002063,0.0,0.0,William Hughes Curran,Comedy,N/A,N/A,N/A,N/A
Thirteen Women,'16/09/1932',0.014637,0.0,0.0,George Archainbaud,"Drama, Horror, Mystery",6.3,832,N/A,RKO
Los,'14/09/1976',nan,0.0,0.0,Felipe Cazals,"Drama, Crime, Thriller",7.3,177,N/A,N/A
My Dinner with Abbie,'07/02/1990',2e-06,0.0,0.0,Nancy Cohen,"Documentary, Comedy, War",8.1,7,N/A,N/A
03:52,'15/09/2005',0.008601,0.0,0.0,Shawna Baca,Drama,7.6,38,N/A,N/A
Waitress!,'13/05/1981',0.061901,0.0,0.0,"Michael Herz, Lloyd Kaufman",Comedy,4.4,350,N/A,Troma
Trilogie des Wiedersehens,'25/03/1979',0.010841,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
Spiritual Rampage,'31/01/2003',0.176094,0.0,0.0,Alnoor Dewshi,Short,4.3,15,N/A,N/A
Weg in die Vergangenheit,'20/12/1954',0.016464,0.0,0.0,Karl Hartl,Drama,6.1,8,N/A,N/A
The Equalizer 2,'14/09/2018',0.775361,0.0,0.0,Antoine Fuqua,"Action, Crime, Thriller",N/A,N/A,N/A,Sony Pictures
One Killer Punch,'22/11/2016',0.114291,0.0,0.0,Tim Wardle,Documentary,N/A,N/A,N/A,N/A
Lady from Louisiana,'22/04/1941',0.290426,0.0,0.0,Bernard Vorhaus,"Drama, Western",6.0,301,N/A,Republic
Piet Piraat en het zwaard van Zilvertand,'16/12/2008',0.015342,0.0,0.0,Bart van Leemputten,Family,5.0,24,N/A,N/A
Le Jouisseur,'04/06/1975',0.018615,0.0,0.0,Jesús Franco,Comedy,5.1,25,N/A,N/A
Metal: A Headbanger's Journey,'14/09/2005',0.452048,0.0,0.0,"Sam Dunn, Scot McFadyen, Jessica Joy Wise","Documentary, Music",8.1,"10,403",N/A,Séville Pictures
Scherzi: il film,'08/06/2014',0.024394,2700.0,450.0,"Alessandro Damiani, Marco Lamanna","Horror, Mystery, Thriller",7.6,9,N/A,N/A
Souls Triumphant,'19/05/1917',0.002854,0.0,0.0,John B. O'Brien,Drama,N/A,N/A,N/A,N/A
Face Like a Frog,'20/10/1988',0.00138,0.0,0.0,Sally Cruikshank,"Short, Animation",7.3,105,N/A,N/A
Hinahanap-hanap Kita,'01/06/1999',0.002073,0.0,0.0,Chito S. Roño,"Drama, Family, Romance",N/A,N/A,N/A,N/A
Trapped,'25/10/2009',0.048438,0.0,0.0,"Ron Hankison, Gavin Rapp","Crime, Drama",5.1,89,N/A,N/A
The English Teacher,'16/05/2013',4.684883,0.0,104810.0,Craig Zisk,"Comedy, Drama",5.8,"10,023","$60,166",Cinedigm
How Wings Are Attached to the Backs of Angels,'31/03/1997',0.00427,0.0,0.0,Craig Welch,"Animation, Short",7.4,205,N/A,N/A
Au nom du Christ,'02/01/1993',8e-06,0.0,0.0,Roger Gnoan M'Bala,Comedy,6.0,42,N/A,N/A
Stormswept,'18/02/1923',0.002389,0.0,0.0,Robert Thornby,Drama,N/A,N/A,N/A,MTI Home Video
Medan vi lever,'07/10/2016',0.242489,0.0,0.0,Dani Kouyaté,"Comedy, Drama",6.2,27,N/A,N/A
Toomorrow,'27/08/1970',0.389979,0.0,0.0,Val Guest,"Comedy, Musical, Sci-Fi",5.7,142,N/A,N/A
Dream 2,'29/04/2008',0.008351,0.0,0.0,Nonso Emekaekwue,"Drama, Romance",N/A,N/A,N/A,N/A
Yamato (California),'08/10/2016',0.126679,0.0,0.0,Daisuke Miyazaki,"Drama, Family, Music",7.6,5,N/A,N/A
Mur,'04/09/2015',0.106185,0.0,0.0,Dariusz Glazer,Drama,6.1,20,N/A,N/A
Grave Matters,'04/03/2004',0.053618,0.0,0.0,N/A,Thriller,5.6,29,N/A,N/A
Kamchatka,'17/10/2002',0.298724,0.0,0.0,Marcelo Piñeyro,Drama,7.2,"2,805",N/A,Buena Vista International
Kavik The Wolf Dog,'01/01/1980',5e-06,0.0,0.0,Peter Carter,Drama,4.8,115,N/A,Stanley Chase
Shark Week,'04/08/2012',0.370476,0.0,0.0,Christopher Ray,"Action, Horror, Sci-Fi",2.4,"1,054",N/A,The Asylum
Dust,'29/08/2001',0.378639,0.0,0.0,Milcho Manchevski,"Drama, Romance, Western",6.7,"1,903",N/A,Lions Gate Films
Lot Lizard,'27/09/2016',0.069195,0.0,0.0,Alexander Perlman,"Documentary, Drama",7.4,9,N/A,N/A
The Coming Race,'21/03/2006',0.005625,0.0,0.0,Ben Rivers,Short,N/A,N/A,N/A,N/A
Christmas Cookies,'13/11/2016',0.260769,0.0,0.0,James Head,"Drama, Romance",6.6,787,N/A,Crown Media Productions
Towne Hall Follies,'02/06/1935',0.014247,0.0,0.0,"Tex Avery, Walter Lantz","Animation, Short, Comedy",7.6,33,N/A,N/A
Into the Mainstream,'01/01/1989',0.10125,0.0,0.0,Ned Lander,Documentary,N/A,N/A,N/A,N/A
Two Gun Justice,'29/04/1938',0.014459,0.0,0.0,Alan James,"Action, Adventure, Crime",6.2,5,N/A,N/A
Ninja Party,'18/03/2015',4.069742,0.0,0.0,Jim Libiran,Drama,6.4,11,N/A,N/A
Secret Agent 009,'18/09/1965',0.002383,0.0,0.0,Romy Villaflor,"Action, Drama",N/A,N/A,N/A,N/A
Carmen Jones,'27/10/1954',0.709928,750000.0,0.0,Otto Preminger,"Drama, Musical, Romance",7.0,"3,566",N/A,20th Century Fox
Stregati dalla luna,'13/04/2001',0.142722,0.0,0.0,"Pino Ammendola, Nicola Pistoia",Comedy,3.3,23,N/A,N/A
Bachelors,'24/06/2008',0.0075,0.0,0.0,Scott Simpson,Comedy,6.2,59,N/A,Black Emerald Productions
Kitty: Return to Auschwitz,'29/08/1979',0.0,0.0,0.0,Peter Morley,Documentary,8.5,19,N/A,N/A
Deceit,'22/10/2006',0.193018,0.0,0.0,Matthew Cole Weiss,"Drama, Thriller",5.0,371,N/A,ThinkFilm Inc.
Identical Dead Sisters,'01/01/2009',0.007506,3000.0,0.0,"Kevin Kolsch, Dennis Widmyer","Short, Drama, Horror",7.6,7,N/A,N/A
Mabel,'NaT',0.0,0.0,0.0,Wyndham Price,"Short, Drama",6.0,5,N/A,N/A
Soldiers United for Cash,'15/04/2001',0.001875,0.0,0.0,Ariel Santschi,Documentary,7.0,5,N/A,N/A
Operette,'20/12/1940',0.072233,0.0,0.0,Willi Forst,Musical,8.5,24,N/A,N/A
Two Gates of Sleep,'18/05/2010',0.010561,0.0,0.0,Alistair Banks Griffin,Drama,6.1,187,N/A,N/A
1 Mile to You,'07/04/2017',2.314102,0.0,0.0,Leif Tilden,"Drama, Romance, Sport",6.4,748,N/A,Gravitas Ventures
Bandhan,'01/10/1998',0.031698,0.0,0.0,"K. Muralimohana Rao, Rajesh Malik","Action, Drama, Romance",4.9,"1,127",N/A,Venus
Split Infinity,'01/01/1992',0.0,0.0,0.0,Stan Ferguson,"Drama, Family, Fantasy",6.4,207,N/A,Goldhil Video
Is-slottet,'26/12/1987',0.275616,0.0,0.0,Per Blom,"Mystery, Drama",6.6,431,N/A,N/A
Frankenstein,'18/03/1910',0.409063,0.0,0.0,J. Searle Dawley,"Short, Fantasy, Horror",6.5,"2,631",N/A,N/A
Death in Brunswick,'08/11/1990',0.084375,0.0,0.0,John Ruane,"Comedy, Crime, Thriller",6.6,830,N/A,Sony Pictures Home Entertainment
Can,'NaT',0.0,0.0,0.0,Steven Spielberg,"Biography, Crime, Drama",8.1,"605,176","$164,400,000",DreamWorks SKG
Gold Diggers: The World's Biggest Bank Robbery,'NaT',7.7e-05,0.0,0.0,James Erskine,Documentary,8.5,36,N/A,N/A
A Bundle of Blues,'31/01/1933',0.001914,0.0,0.0,Fred Waller,"Short, Music",6.8,36,N/A,N/A
Shirins Hochzeit,'20/01/1976',1.8e-05,0.0,0.0,Helma Sanders-Brahms,Drama,6.6,22,N/A,N/A
Female Fugitive,'15/04/1938',0.002073,0.0,0.0,William Nigh,Drama,6.4,15,N/A,Monogram
Jack Reacher,'20/12/2012',10.596463,60000000.0,218340595.0,Christopher McQuarrie,"Action, Crime, Mystery",7.0,"255,411","$80,033,643",Paramount Pictures
Search For Vengeance,'NaT',0.0024,0.0,0.0,Rey Malonzo,Action,4.0,8,N/A,N/A
Girlfriend Kontrak,'24/09/2015',0.051236,0.0,0.0,Virginia Kennedy,"Drama, Romance",8.2,6,N/A,N/A
The Kangaroo Kid,'22/10/1950',0.109458,0.0,0.0,Lesley Selander,"Adventure, Drama, Western",6.5,6,N/A,N/A
Redefining Juliet,'01/05/2016',0.06609,0.0,0.0,Glen Milner,Documentary,6.5,6,N/A,N/A
Rotten Shaolin Zombies,'NaT',0.0,0.0,0.0,Blaine Wasylkiw,"Short, Action, Comedy",5.3,70,N/A,N/A
Self Medicated: A Film About Art,'16/03/2014',0.024771,0.0,0.0,Ethan H. Minsker,Documentary,8.3,6,N/A,N/A
Las luces de buenos aires,'23/09/1931',0.005274,0.0,0.0,Adelqui Migliar,Comedy,6.6,27,N/A,N/A
Ganito Kami Noon... Paano Kayo Ngayon?,'24/12/1976',3.2e-05,0.0,0.0,Eddie Romero,"Drama, Musical, Romance",7.6,63,N/A,Hemisphere
Comedy Central Roast of Joan Rivers,'09/08/2009',0.165969,0.0,0.0,Joel Gallen,Comedy,7.1,872,N/A,N/A
Death Wish,'22/11/2017',1.566908,0.0,0.0,Eli Roth,"Action, Crime, Drama",N/A,N/A,N/A,MGM
Public Wedding,'09/07/1937',0.009809,0.0,0.0,Nick Grinde,Comedy,6.0,97,N/A,N/A
The Cruel Tale of the Medicine Man,'21/12/2015',0.057003,0.0,0.0,James Habacker,"Comedy, Fantasy, Horror",N/A,N/A,N/A,N/A
Der Fall Pinedus,'05/03/1959',0.002134,0.0,0.0,Falk Harnack,N/A,N/A,N/A,N/A,N/A
40 Grados A La Sombra,'27/12/1967',0.001987,0.0,0.0,Mariano Ozores,Comedy,5.3,27,N/A,N/A
Abzurdah,'04/06/2015',0.343952,0.0,0.0,Daniela Goggi,"Biography, Drama, Romance",5.3,849,N/A,N/A
Last Exit,'09/07/2006',0.428663,0.0,0.0,John Fawcett,"Action, Drama, Thriller",6.5,888,N/A,N/A
Partenaires,'26/12/1984',0.0,0.0,0.0,Claude d'Anna,N/A,5.5,10,N/A,N/A
Pola,'01/12/2012',0.016875,0.0,0.0,Kinshuk Surjan,"Short, Drama",N/A,N/A,N/A,N/A
Medieval Warfare: The Crusades,'NaT',0.0,0.0,0.0,N/A,Documentary,N/A,N/A,N/A,N/A
The Girl in the Picture,'01/01/1957',0.004205,0.0,0.0,Don Chaffey,"Crime, Drama, Mystery",5.6,18,N/A,N/A
Mighty Mouse Meets Jekyll and Hyde Cat,'27/04/1944',0.003182,0.0,0.0,Mannie Davis,"Action, Animation, Short",6.8,30,N/A,N/A
Bad Girls Dormitory,'01/01/1986',7.7e-05,0.0,0.0,Tim Kincaid,"Action, Drama, Horror",4.1,232,N/A,N/A
Blackberry Winter,'NaT',0.0,0.0,0.0,Brent Stewart,Short,2.8,12,N/A,N/A
