Title,ReleaseDate,Popularity,Budget,Revenue,Director,Genre,IMDBRating,IMDBVotes,BoxOfice,Production
Force of Darkness,'01/01/1985',0.00016,0.0,0.0,Alan Hauge,"Horror, Thriller",5.4,35,N/A,N/A
Shown Up!,'18/10/1926',0.002074,0.0,0.0,"Bert Bilby, Sid Griffiths","Animation, Comedy, Short",N/A,N/A,N/A,N/A
Entry of the Scots Guard Into Bloemfontein,'01/01/1900',0.00414,0.0,0.0,N/A,"Documentary, Short",4.9,39,N/A,N/A
Scandal: 15 Minutes of Fame,'06/01/2001',0.002867,0.0,0.0,Jill Hayworth,Crime,5.6,63,N/A,N/A
White People,'22/07/2015',0.04682,0.0,0.0,Jose Antonio Vargas,Documentary,3.4,215,N/A,Punched in the Head
Kidnap,'08/06/2009',0.008249,0.0,0.0,Sijia Luo,"Animation, Short, Comedy",N/A,N/A,N/A,N/A
Billy Joel: The Essential Video Collection,'20/11/2001',0.012802,0.0,0.0,"Steve Cohen, Howard Deutch, Jay Dubin, Richard Friedman, Arnold Levine, Russell Mulcahy, Michael Negrin, Jon Small",Music,7.7,56,N/A,N/A
Dan,'07/05/1956',nan,0.0,0.0,Weibang Ma-Xu,Comedy,7.8,43,N/A,N/A
That's My Wife,'23/03/1929',0.004403,0.0,0.0,Lloyd French,"Comedy, Short",7.0,493,N/A,N/A
Avrora,'01/01/1973',8.1e-05,0.0,0.0,Roman Kachanov,"Animation, Short",N/A,N/A,N/A,N/A
Van der Merwe,'28/07/2017',1.014385,0.0,0.0,Bruce Lawley,Comedy,9.0,5,N/A,N/A
The Summer of Ben Tyler,'15/12/1996',0.0056,0.0,0.0,Arthur Allan Seidelman,"Comedy, Drama",6.7,129,N/A,Hallmark Entertainment
The Grand Dame,'05/05/1931',0.108054,0.0,0.0,Arthur Hurley,"Short, Comedy",5.6,46,N/A,N/A
Kudiyon Ka hai Zamaana,'01/01/2006',0.006193,0.0,0.0,Amar Butala,Comedy,3.6,60,N/A,N/A
Triple Bogey on a Par Five Hole,'16/02/1991',0.505393,0.0,0.0,Amos Poe,"Comedy, Crime",6.1,85,N/A,N/A
Menace In The Night,'01/06/1957',0.002119,0.0,0.0,Lance Comfort,"Crime, Drama",N/A,N/A,N/A,N/A
Treno di panna,'21/04/1988',0.207035,0.0,0.0,Andrea De Carlo,N/A,4.5,13,N/A,N/A
The New Option: Confrontation,'01/07/2003',0.005625,0.0,0.0,Clarence Yiu-leung Fok,"Action, Crime",N/A,N/A,N/A,N/A
Premature,'02/07/2014',0.866807,0.0,0.0,Dan Beers,"Comedy, Fantasy",5.8,"7,676",N/A,Morningwood Productions
Park Avenue Logger,'16/03/1937',0.40809,0.0,0.0,David Howard,"Action, Drama, Romance",5.5,39,N/A,RKO Radio Pictures
Gesher Tzar Me'od,'02/01/1985',0.093978,0.0,0.0,Nissim Dayan,"Drama, Romance",5.7,6,N/A,N/A
Il principe abusivo,'09/02/2013',0.595682,0.0,0.0,Alessandro Siani,Comedy,5.3,"1,184",N/A,01 Distribution
Hillbilly The Real Story,'26/04/2008',0.019548,0.0,0.0,David Huntley,Documentary,7.6,37,N/A,N/A
Vulva 3.0,'11/02/2014',0.042489,0.0,0.0,"Claudia Richarz, Ulrike Zimmermann",Documentary,7.3,34,N/A,N/A
Prologue,'01/01/2003',0.005633,0.0,0.0,Douglas Buck,Drama,7.0,80,N/A,N/A
Timemaster,'01/01/1995',0.204998,0.0,0.0,James Glickenhaus,"Adventure, Sci-Fi, Western",3.7,317,N/A,N/A
Louis C.K. 2017,'04/04/2017',1.068729,0.0,0.0,Louis C.K.,"Documentary, Comedy",7.5,"4,854",N/A,N/A
New in Town,'30/01/2009',3.171685,8000000.0,29010817.0,Jonas Elmer,"Comedy, Romance",5.6,"18,402","$16,699,684",Lionsgate Films
You Are Here,'24/03/1997',0.295046,0.0,0.0,Tom Rooney,"Comedy, Romance",6.5,10,N/A,N/A
In the Wee Wee Hours...,'01/01/1987',1.8e-05,0.0,0.0,Izak Ben-Meir,"Documentary, Short",N/A,N/A,N/A,N/A
Crackers,'17/02/1984',0.035707,0.0,0.0,Louis Malle,"Adventure, Comedy, Crime",5.1,987,N/A,Universal Studios
Full Body Massage,'01/10/1995',0.603068,0.0,0.0,Nicolas Roeg,Drama,5.6,"1,113",N/A,Full Body Productions Inc.
Mar Baum,'01/01/1997',0.106627,0.0,0.0,Assi Dayan,"Comedy, Drama",6.7,122,N/A,N/A
Kollege kommt gleich,'02/11/1943',0.002186,0.0,0.0,Karl Anton,Comedy,8.8,5,N/A,N/A
A Haunting at Silver Falls,'28/05/2013',0.420236,0.0,0.0,Brett Donowho,"Horror, Thriller",4.8,"2,346",N/A,Inception Media Group
Winnie Mandela,'16/09/2011',0.060087,15000000.0,0.0,Darrell Roodt,"Biography, Drama, History",6.0,646,"$61,847",RLJ Entertainment/Image Entertainment
The Astronoughts,'01/01/1969',0.002204,0.0,0.0,Harry Booth,N/A,N/A,N/A,N/A,N/A
Simon vs. The Homo Sapiens Agenda,'16/03/2018',0.584546,0.0,0.0,Greg Berlanti,Drama,N/A,N/A,N/A,Temple Hill Prods.
The Fugitive,'12/08/1916',0.002846,0.0,0.0,Frederick Sullivan,Drama,N/A,N/A,N/A,N/A
Hot Spur,'05/07/1968',0.220472,0.0,0.0,Lee Frost,Western,4.7,100,N/A,N/A
Dongodu,'07/08/2003',0.156,0.0,0.0,Srinivasa Rao Bhimaneni,N/A,5.1,76,N/A,N/A
Der Vilder mensh,'02/01/1911',0.001876,0.0,0.0,N/A,"Short, Drama",N/A,N/A,N/A,N/A
Darah Muda,'01/01/1963',0.010724,0.0,0.0,Jamil Sulong,Drama,N/A,N/A,N/A,N/A
The World's Greatest Wrestling Managers,'07/02/2006',0.008675,0.0,0.0,Kevin Dunn,Action,7.2,55,N/A,N/A
War Horse,'25/12/2011',1.988338,66000000.0,177584879.0,Steven Spielberg,"Drama, War",7.2,"124,313","$79,883,359",Walt Disney Pictures
Dope,'19/06/2015',2.80497,700000.0,17986781.0,Rick Famuyiwa,"Comedy, Crime, Drama",7.3,"69,104","$11,674,449",Open Road Films
Re:Generation,'15/05/2011',0.038124,0.0,0.0,Amir Bar-Lev,"Documentary, History, Music",7.4,147,N/A,D&E Entertainment
La muerte acecha,'01/01/1993',2.4e-05,0.0,0.0,Roberto Schlosser,"Action, Horror, Thriller",N/A,N/A,N/A,N/A
Alucinada Pelo Desejo,'09/08/1979',1e-06,0.0,0.0,Sérgio Hingst,Drama,N/A,N/A,N/A,N/A
A visszhang titka,'24/07/1972',2e-06,0.0,0.0,Károly Wiedermann,N/A,8.0,7,N/A,N/A
Bloodfist VIII: Trained to Kill,'01/01/1996',0.029465,0.0,0.0,Rick Jacobson,Action,5.1,230,N/A,New Horizons Picture Corp.
Oliver's Ghost,'22/10/2011',0.349299,0.0,0.0,David S. Cass Sr.,Family,6.2,233,N/A,N/A
Character Studies,'19/11/1927',0.019481,0.0,0.0,N/A,"Short, Comedy",6.6,176,N/A,N/A
Sharey Chuattar,'02/01/1953',0.002813,0.0,0.0,Nirmal Dey,Comedy,7.1,109,N/A,N/A
Kommivargad,'08/09/2012',0.015,100.0,100.0,Hardi Hõlpus,Short,N/A,N/A,N/A,N/A
By Right of Birth,'22/06/1921',0.001882,0.0,0.0,Harry A. Gant,Drama,4.3,6,N/A,N/A
Kond,'02/01/1987',0.0,0.0,0.0,Harutyun Khachatryan,"Short, Documentary",4.1,7,N/A,N/A
Robert Frost: A Lover's Quarrel with the World,'01/01/1963',0.003329,0.0,0.0,Shirley Clarke,"Documentary, Short, Biography",7.0,45,N/A,N/A
Dear Maya,'02/06/2017',0.673416,0.0,0.0,Sunaina Bhatnagar,"Drama, Romance",5.4,215,N/A,A bake my cake films
Getting Back to Abnormal,'NaT',4e-05,0.0,0.0,"Louis Alvarez, Andy Kolker, Peter Odabashian, Paul Stekler","Documentary, Comedy, Drama",7.2,26,N/A,N/A
The Funny Farm,'18/02/1983',0.000174,0.0,0.0,Ron Clark,"Comedy, Drama",4.1,56,N/A,N/A
W. A. Mozart: Die Entfuhrung aus dem Serail,'01/01/2014',0.0225,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
Til,'05/02/2017',nan,0.0,0.0,Martin Miehe-Renard,"Action, Comedy, Family",N/A,N/A,N/A,N/A
Out of the Darkness,'01/01/1985',0.002037,0.0,0.0,Jud Taylor,"Crime, Drama, Thriller",6.3,267,N/A,Sony Pictures Entertainment
The Dangle,'17/08/2015',0.04125,0.0,0.0,Michael E. Ravich,"Short, Comedy, Drama",N/A,N/A,N/A,N/A
Un Amour en Kit,'01/11/2003',0.0044,0.0,0.0,Philippe de Broca,"Comedy, Drama, Romance",5.7,13,N/A,N/A
Der Bestseller - Wiener Blut,'19/11/2004',0.008897,0.0,0.0,Dirk Regel,"Comedy, Crime",3.2,33,N/A,N/A
Fishy,'01/04/2003',0.027998,0.0,0.0,Deva Palmier,"Drama, Short, Fantasy",7.4,37,N/A,N/A
The Lavender List,'01/03/2006',0.308437,0.0,0.0,Colin Barr,Drama,7.9,15,N/A,N/A
Hindenburg Disaster Newsreel Footage,'31/12/1937',0.020156,0.0,0.0,N/A,"Short, News",7.6,391,N/A,N/A
Ein kleiner Knall am Nachmittag,'01/05/1991',3e-06,0.0,0.0,Christine Schmidt-Schaller,N/A,N/A,N/A,N/A,N/A
The Hornet's Nest,'09/05/2014',0.230036,0.0,0.0,"David Salzberg, Christian Tureaud","Documentary, Action, History",6.5,"1,589","$311,975",Freestyle Releasing
Tweet and Lovely,'17/07/1959',0.106658,0.0,0.0,Friz Freleng,"Animation, Family, Short",7.1,117,N/A,N/A
Amor libre,'09/08/1979',0.002,0.0,0.0,Jaime Humberto Hermosillo,Comedy,7.2,60,N/A,N/A
TeleVision,'29/09/2010',0.010468,0.0,0.0,"Dominic Brigstocke, Andy Devonshire, David Kerr, John L. Spencer, Garry John Hughes",N/A,5.9,11,N/A,N/A
The Headline Woman,'14/05/1935',0.011468,0.0,0.0,William Nigh,"Crime, Drama",6.2,50,N/A,Mascot Films
My Abandonment,'NaT',0.302124,0.0,0.0,Debra Granik,Drama,N/A,N/A,N/A,N/A
An American in Sophiatown,'31/03/2007',0.008277,0.0,0.0,Earl Lloyd Ross,Documentary,6.0,24,N/A,N/A
Angels!,'08/07/2000',0.002074,0.0,0.0,Rico Martinez,Comedy,5.6,45,N/A,N/A
Die Meere rufen,'14/12/1951',0.001875,0.0,0.0,Eduard Kubat,N/A,N/A,N/A,N/A,N/A
The Ruling Voice,'30/10/1931',0.135598,0.0,0.0,Rowland V. Lee,"Crime, Drama, Romance",6.0,131,N/A,N/A
Deadline for Murder: From the Files of Edna Buchanan,'08/05/1995',0.001876,0.0,0.0,Joyce Chopra,"Crime, Drama",7.7,49,N/A,N/A
Draguse ou le manoir infernal,'01/01/1975',1e-06,0.0,0.0,Patrice Rhomm,Horror,6.3,21,N/A,N/A
A Birder's Guide to Everything,'21/04/2013',0.757025,0.0,0.0,Rob Meyer,Comedy,6.3,"1,777",N/A,Screen Media Ventures/Focus Features
Cobra nero,'18/12/1987',0.25,0.0,0.0,Stelvio Massi,Action,4.6,452,N/A,VCI Entertainment
The Love Parade,'19/11/1929',0.037671,0.0,0.0,Ernst Lubitsch,"Comedy, Musical, Romance",7.2,"1,541",N/A,Paramount Pictures
The Castaway,'05/04/1931',0.202905,0.0,0.0,Wilfred Jackson,"Family, Comedy, Animation",6.6,253,N/A,N/A
Le Divorce de Patrick,'13/10/2003',0.004102,0.0,0.0,Dieudonné,Comedy,8.6,77,N/A,N/A
Orphan,'24/07/2009',4.888853,20000000.0,41596251.0,Jaume Collet-Serra,"Horror, Mystery, Thriller",7.0,"156,563","$41,472,886",Warner Bros. Pictures
Brumal,'01/01/1988',0.001313,0.0,0.0,Cristina Andreu,N/A,6.8,12,N/A,N/A
Bronze,'01/01/2011',0.012374,0.0,0.0,David Guyton,"Short, Action, Fantasy",N/A,N/A,N/A,N/A
She Loves Me Not,'09/06/2013',0.287834,0.0,0.0,"Brian Jun, Jack Sanderson","Comedy, Drama, Romance",6.1,102,N/A,Gravitas
Al Hafla,'23/01/2013',0.161607,0.0,0.0,Ahmad Alaa,"Action, Drama, Mystery",6.7,204,N/A,N/A
Sladke sanje,'30/03/2001',0.035922,0.0,0.0,Saso Podgorsek,Drama,7.2,128,N/A,N/A
Bill Huckstabelle: Serial Rapist,'07/11/2015',0.049055,5.0,0.0,Jerry Landi,Horror,5.8,20,N/A,N/A
The Munsters' Revenge,'01/01/1981',0.427451,0.0,0.0,Don Weis,"Comedy, Crime, Family",6.2,580,N/A,MCA Universal Home Video
Sara a la fuga,'17/04/2015',0.205887,0.0,0.0,Belén Funes,"Short, Drama",6.9,8,N/A,N/A
Envy,'09/11/2005',0.0129,0.0,0.0,Desmond Walker,Drama,6.4,46,N/A,N/A
8 Million Ways to Die,'25/04/1986',1.464165,18000000.0,0.0,Hal Ashby,"Action, Adventure, Crime",5.7,"3,561","$1,305,114",Twentieth Century Fox Home Entertainment
I Want to Go Home,'01/01/1989',0.296316,0.0,0.0,Alain Resnais,Comedy,5.7,475,N/A,N/A
24 Cuadros de Terror,'08/08/2008',0.015756,0.0,0.0,Christian González,Horror,5.0,42,N/A,Slowhand Cinema Releasing
King Eternal,'27/08/2013',0.177696,0.0,0.0,Christiano Dias,"Short, Comedy, Drama",8.4,54,N/A,N/A
Biwi No. 1,'27/05/1999',0.151907,0.0,0.0,David Dhawan,"Comedy, Drama, Romance",5.6,"3,513",N/A,N/A
When Ladies Meet,'23/06/1933',0.115092,0.0,0.0,"Harry Beaumont, Robert Z. Leonard","Comedy, Romance",6.9,600,N/A,MGM
H6: Diario de un asesino,'01/01/2005',0.051515,0.0,0.0,Martín Garrido Barón,"Crime, Horror, Thriller",4.6,917,N/A,Tartan Films
Ralphie May: Filthy Animal Tour,'19/08/2014',0.032812,0.0,0.0,Anthony Pierce,Comedy,7.4,102,N/A,N/A
Rolling with Stone,'01/01/2010',0.015468,0.0,0.0,Sarah Bertrand,Documentary,N/A,N/A,N/A,N/A
Schutzlos,'26/04/2010',0.051605,0.0,0.0,Oliver Timm,Drama,N/A,N/A,N/A,N/A
Banquise,'27/01/2005',0.003753,0.0,0.0,"Claude Barras, Cédric Louis","Animation, Short",6.5,53,N/A,N/A
Darryl Lenox: Blind Ambition,'10/11/2012',0.015,0.0,0.0,R. Robin Ozolins,Comedy,N/A,N/A,N/A,N/A
Madeira: A Garden in the Sea,'15/09/1931',0.001883,0.0,0.0,N/A,"Documentary, Short",5.6,10,N/A,N/A
Reveal,'01/01/2012',0.013125,0.0,0.0,Ignacio Estaregui,"Short, Drama",N/A,N/A,N/A,N/A
Heat,'01/01/1986',0.08456,0.0,0.0,"Dick Richards, Jerry Jameson","Action, Crime, Drama",5.5,"1,339",N/A,Paramount Pictures
Ultrachrist!,'01/01/2003',0.004168,0.0,0.0,Kerry Douglas Dye,Comedy,4.5,255,N/A,MVD Music Video
Kirschen in Nachbars Garten,'02/08/1956',0.017766,0.0,0.0,Erich Engels,Comedy,3.7,19,N/A,N/A
Paying Mr. McGetty,'NaT',0.000126,0.0,0.0,Michael Baumgarten,"Action, Comedy",N/A,N/A,N/A,N/A
Omid Djalili - Tour Of Duty,'19/11/2012',0.225542,0.0,0.0,Miles Ross,"Documentary, Comedy",7.6,8,N/A,N/A
Russian Doll,'14/06/2001',0.5171,0.0,0.0,Stavros Kazantzidis,"Comedy, Drama, Romance",6.3,414,N/A,Lot 47 Films
Pidakkozhi Koovunna Noottandu,'14/07/1994',0.095499,0.0,0.0,Viji Thampi,Comedy,5.3,31,N/A,N/A
Heat,'15/12/1995',6.50462,60000000.0,187436818.0,Michael Mann,"Action, Crime, Drama",8.2,"467,448",N/A,Warner Bros.
Robert's Movie,'09/04/1992',0.000851,0.0,0.0,Canan Gerede,N/A,5.8,18,N/A,N/A
Harmada,'16/10/2003',0.003901,0.0,0.0,Maurice Capovila,Drama,5.7,25,N/A,N/A
Pas koji je voleo vozove,'16/05/1977',0.01479,0.0,0.0,Goran Paskaljevic,"Comedy, Drama",7.2,297,N/A,N/A
Alanis Morissette: Live at Montreux,'18/04/2013',0.020056,0.0,0.0,Romain Guelat,Music,8.3,7,N/A,N/A
Kundalini,'01/01/2010',0.012137,0.0,0.0,Nitin Adsul,"Documentary, Family, History",N/A,N/A,N/A,N/A
Chained,'02/10/2012',1.414394,0.0,0.0,Jennifer Lynch,"Horror, Thriller",6.4,"13,539",N/A,Anchor Bay Films
The Wife Takes a Flyer,'28/04/1942',0.005508,0.0,0.0,Richard Wallace,"Comedy, Romance, War",6.5,13,N/A,N/A
Bad Dad Rehab,'03/07/2016',0.309333,500.0,0.0,Carl Seaton,Drama,7.5,40,N/A,N/A
Ojuju,'11/11/2014',0.036,0.0,0.0,C.J. 'Fiery' Obasi,"Horror, Thriller",5.7,19,N/A,N/A
Alive! Is Michael Jackson Really Dead?,'01/03/2011',0.016947,35000.0,0.0,Pearl Jr.,Documentary,3.6,66,N/A,N/A
Alien,'03/12/2012',nan,3147.0,0.0,Dominic Burns,"Comedy, Horror, Sci-Fi",3.1,"2,969",N/A,Phase 4 Films
Casque bleu,'03/07/1995',0.025487,0.0,0.0,Chris Marker,Documentary,6.6,29,N/A,N/A
Nelly,'20/01/2017',1.336604,0.0,0.0,"Pierre Greco, Nancy Florence Savard",Animation,N/A,N/A,N/A,N/A
Bordertown Gun Fighters,'08/07/1943',0.081764,0.0,0.0,Howard Bretherton,Western,6.2,43,N/A,N/A
Miris dunja,'01/01/1982',0.001335,0.0,0.0,Mirza Idrizovic,"Drama, Romance, War",7.8,84,N/A,N/A
Poisoned Paradise,'29/02/1924',0.003284,0.0,0.0,Louis J. Gasnier,Drama,6.4,11,N/A,N/A
3-Day Weekend,'03/06/2008',0.235399,0.0,0.0,Rob Williams,"Drama, Romance",4.8,765,N/A,Guest House Films
Gor,'08/05/1987',0.308371,0.0,0.0,Fritz Kiersch,"Action, Adventure, Fantasy",3.4,"1,337",N/A,Cannon Group
Gettysburg,'30/05/2011',0.361709,0.0,0.0,Adrian Moat,"Documentary, History, War",6.5,401,N/A,Scott Free Productions
The Urge to Kill,'19/01/1989',0.0,0.0,0.0,Derek Ford,"Fantasy, Horror, Thriller",4.5,41,N/A,N/A
Shelter,'01/06/2015',0.059911,16000.0,0.0,"Wrion Bowling, Adam C. Caudill","Drama, Sci-Fi, Thriller",4.8,372,N/A,Screen Media Films
The Silent Truth,'10/11/2010',0.011304,0.0,0.0,Joan Brooker-Marks,"Documentary, Animation, Crime",6.9,29,N/A,N/A
Miss Saigon: 25th Anniversary,'22/09/2016',0.482852,0.0,0.0,Brett Sullivan,Musical,8.1,597,N/A,N/A
Der Geisterzug,'29/06/1957',0.002813,0.0,0.0,Rainer Wolffhardt,Crime,7.7,9,N/A,N/A
Bird Brain,'14/06/2012',0.01515,0.0,0.0,N/A,Documentary,N/A,N/A,N/A,N/A
Double Talk,'26/06/1937',0.011398,0.0,0.0,Lloyd French,"Short, Comedy",5.8,50,N/A,N/A
Am Ende die Wahrheit,'15/10/2002',0.003786,0.0,0.0,Michael Rowitz,Crime,4.9,21,N/A,N/A
Streetball,'24/10/2010',0.009375,0.0,0.0,Demetrius Wren,"Documentary, Drama, History",7.1,7,N/A,The Orchard
The Lady in Red,'06/09/1935',0.009523,0.0,0.0,Friz Freleng,"Family, Animation, Short",5.3,48,N/A,N/A
The Strange Eyes of Dr. Myes,'23/01/2015',0.031879,0.0,0.0,Nancy Andrews,"Animation, Drama, Musical",6.2,21,N/A,N/A
Fine Tuned,'16/10/2014',0.028125,0.0,0.0,Craig Benzine,"Short, Comedy",7.0,6,N/A,N/A
Riders of the Whistling Pines,'16/03/1949',0.007047,0.0,0.0,John English,"Action, Adventure, Music",6.1,142,N/A,Columbia Pictures
Human Behavior,'NaT',1.6e-05,0.0,0.0,"Derek Cole, Shane Cole",Horror,4.1,37,N/A,N/A
Against Time,'12/06/2007',0.61302,0.0,0.0,Alex Winter,"Action, Comedy, Family",4.4,"1,984",N/A,N/A
The Gal Who Took the West,'01/09/1949',0.307475,0.0,0.0,Frederick De Cordova,"Comedy, Western",6.2,124,N/A,Universal
The Raven,'20/10/1942',0.003863,0.0,0.0,Dave Fleischer,"Animation, Short",6.4,25,N/A,N/A
The 30 Foot Bride of Candy Rock,'06/08/1959',0.025533,0.0,0.0,Sidney Miller,"Comedy, Sci-Fi",6.2,608,N/A,Sony Pictures Entertainment
Amazon Diary,'01/01/1989',0.275625,0.0,0.0,Robert Nixon,Short,N/A,N/A,N/A,N/A
Mister Boogie,'02/01/2000',0.0453,0.0,0.0,Vesna Jovanoska,Comedy,2.0,128,N/A,N/A
Cold Snap,'NaT',0.144,0.0,0.0,Leo Woodhead,"Short, Drama",N/A,N/A,N/A,N/A
Satchmo the Great,'01/01/1957',0.014702,0.0,0.0,N/A,"Documentary, Biography, Music",8.1,7,N/A,N/A
Animal,'07/04/2004',0.008519,0.0,0.0,Toto Natividad,"Action, Crime, Drama",6.4,8,N/A,N/A
PWG: An Inch Longer Than Average,'15/11/2003',0.112488,0.0,0.0,N/A,Action,N/A,N/A,N/A,N/A
Wild Man Blues,'16/01/1997',0.004503,0.0,425788.0,Barbara Kopple,"Documentary, Music, Romance",7.0,"1,961",N/A,Fine Line Features
The Last Will and Testament of Rosalind Leigh,'09/11/2012',0.462221,0.0,0.0,Rodrigo Gudiño,"Horror, Mystery, Thriller",5.3,"3,607",N/A,Warner Home Video
Fighting Belle,'NaT',0.0,0.0,0.0,Sean Riley,Comedy,N/A,N/A,N/A,N/A
The Caller,'26/08/2011',0.465642,0.0,0.0,Matthew Parkhill,Thriller,6.1,"9,310",N/A,Bankside Films
Flunked,'11/03/2008',0.019038,0.0,0.0,Corey Burres,Documentary,7.3,12,N/A,N/A
Denizen,'01/01/2010',0.121244,0.0,0.0,J.A. Steel,"Action, Horror, Sci-Fi",5.4,81,N/A,N/A
Tupla-Uuno,'26/08/1988',1.25,0.0,0.0,Hannu Seikkula,Comedy,5.3,607,N/A,N/A
Robin Pilcher - Jenseits des Ozeans,'08/01/2006',0.013028,0.0,0.0,Stefan Bartmann,"Drama, Romance",4.8,13,N/A,N/A
Comedy Cake Walk,'NaT',0.015035,0.0,0.0,N/A,Short,4.3,51,N/A,N/A
Clean and Narrow,'02/01/1999',0.062928,2500000.0,0.0,William Katt,Drama,5.3,95,N/A,N/A
Kin,'26/07/2013',0.018756,0.0,0.0,"Ben McKinnon, Seb McKinnon","Short, Fantasy, Music",8.0,18,N/A,N/A
Bardsongs,'10/07/2010',0.014062,0.0,0.0,Sander Francken,Drama,7.7,52,N/A,Sander Francken Film
Submarine Raider,'04/06/1942',0.034992,0.0,0.0,"Lew Landers, Budd Boetticher","Drama, War",4.9,98,N/A,Columbia Pictures
Gou hun jiang tou,'09/12/1976',0.081683,0.0,0.0,Meng Hua Ho,Horror,6.2,135,N/A,N/A
Sleepover Massacre,'01/01/1989',0.3,0.0,0.0,Gary Whitson,Horror,5.3,12,N/A,N/A
Hard XS,'NaT',0.0,0.0,0.0,"Ben Bevan-Pritchard, Richard Heap",Documentary,9.2,6,N/A,N/A
In Old Cheyenne,'24/05/1931',0.010241,0.0,0.0,Stuart Paton,Western,6.6,13,N/A,N/A
Fuks,'20/08/1999',0.031097,0.0,0.0,Maciej Dutkiewicz,"Comedy, Crime",5.9,601,N/A,N/A
The Elephant Will Never Forget,'01/01/1953',0.0022,0.0,0.0,John Krish,"Documentary, Short",7.7,41,N/A,N/A
Sorry About Tomorrow,'NaT',1.1e-05,0.0,0.0,Motke Dapp,"Short, Romance, Sci-Fi",8.0,17,N/A,N/A
Ms or Jill and Jack,'02/01/1974',0.000224,0.0,0.0,Mike Newell,N/A,N/A,N/A,N/A,N/A
Baumeister Solness,'21/10/1976',0.205164,0.0,0.0,Ernst Schmucker,Drama,N/A,N/A,N/A,N/A
Singin' in the Rain,'10/04/1952',4.018832,2540800.0,7200000.0,"Stanley Donen, Gene Kelly","Comedy, Musical, Romance",8.3,"167,708",N/A,MGM
Nava Vasantham,'09/11/2007',0.005625,0.0,0.0,Shah Jahan,Drama,5.6,31,N/A,N/A
Addicted to Sheep,'01/01/2015',0.16389,0.0,0.0,Magali Pettier,"Documentary, Family",7.5,47,N/A,N/A
Echoes of Forgotten Places,'30/09/2005',0.004125,0.0,0.0,Robert Fantinatto,"Documentary, Short",6.7,23,N/A,N/A
Faith,'01/01/1990',1.8e-05,0.0,0.0,Ted Mather,Action,5.4,47,N/A,N/A
Linternas de Santa Martha,'NaT',0.006,0.0,0.0,Luis Manuel Serrano,Documentary,N/A,N/A,N/A,N/A
Vega,'NaT',0.05,0.0,0.0,Andy Garza,"Short, Sci-Fi",8.8,5,N/A,N/A
Battle of the Bulbs,'01/01/2010',0.30837,0.0,0.0,Harvey Frost,"Comedy, Family",5.3,489,N/A,N/A
Former models,'NaT',0.0,0.0,0.0,Benjamin Pearson,"Documentary, Short, Biography",N/A,N/A,N/A,N/A
Finn's Girl,'01/01/2007',0.009426,0.0,0.0,"Dominique Cardona, Laurie Colbert","Drama, Romance",5.3,234,N/A,Wolfe Video
Dance of the Hands,'31/12/1930',0.001883,0.0,0.0,Norman Bel Geddes,"Documentary, Short",6.2,5,N/A,N/A
Louise Bourgeois,'01/01/2008',0.005625,0.0,0.0,Camille Guichard,Documentary,7.8,12,N/A,N/A
Land of the Little People,'13/06/2016',0.097115,0.0,0.0,Yaniv Berman,"Adventure, Drama, Thriller",7.2,112,N/A,N/A
Putty Hill,'18/02/2010',0.051543,0.0,48132.0,Matthew Porterfield,Drama,6.0,583,"$48,644",Cinema Guild
Jimmy the Gent,'17/03/1934',0.051123,0.0,0.0,Michael Curtiz,"Comedy, Crime, Drama",7.1,"1,129",N/A,Warner Bros.
Beverly Hills Ghost Club,'31/10/2011',0.045117,0.0,0.0,Stephanie Weier,"Short, Comedy",N/A,N/A,N/A,N/A
Keep the Lights On,'25/02/2012',0.830016,0.0,0.0,Ira Sachs,"Drama, Romance",6.2,"4,388","$243,536",Music Box Films
Mina Moes,'16/10/2011',0.014609,0.0,0.0,Mirjam de With,"Short, Family",7.1,16,N/A,N/A
Delightful Denmark,'26/06/1953',0.002813,0.0,0.0,N/A,"Documentary, Short",N/A,N/A,N/A,N/A
Lara Croft Tomb Raider: The Cradle of Life,'21/07/2003',5.437268,95000000.0,156505388.0,Jan de Bont,"Action, Adventure, Fantasy",5.5,"109,653","$65,700,000",Paramount Pictures
Crystal Force 2: Dark Angel,'01/01/1994',0.003404,0.0,0.0,James MacKinnon,Horror,3.8,34,N/A,N/A
Halloween & Abigail,'NaT',0.0,200.0,0.0,John Carpenter,"Horror, Thriller",7.8,"171,144",N/A,Compass International Pictures
Sklavenmarkt,'01/01/1907',0.006939,0.0,0.0,Johann Schwarzer,"Short, Adventure",4.3,27,N/A,N/A
Slimed,'01/01/2010',0.014073,0.0,0.0,"Eric Manche, Jeff Nitzberg","Action, Adventure, Comedy",6.3,23,N/A,N/A
Bad Neighborhood,'01/06/2013',0.02868,0.0,0.0,De Miller,"Short, Drama, Family",N/A,N/A,N/A,N/A
The Chaser,'12/02/1928',0.005231,0.0,0.0,Harry Langdon,Comedy,6.1,58,N/A,First National Pictures
Road Kill,'14/03/1999',0.304466,0.0,0.0,Matthew Leutwyler,"Action, Comedy, Drama",6.2,228,N/A,N/A
Mr. Romeo,'01/01/1974',0.0,0.0,0.0,Subhash Mukherjee,"Drama, Romance",5.9,7,N/A,N/A
Boomerang Family,'07/05/2013',0.297519,0.0,0.0,"Hae-sung Song, Hae-sung Song","Comedy, Drama",6.4,184,N/A,Invent Stone
